File	Length_cM
Y3088_LG9_r1_noInfo.raw	103.526158635657
Y3088_LG9_r10_noInfo.raw	110.035189878865
Y3088_LG9_r100_noInfo.raw	103.203910383628
Y3088_LG9_r11_noInfo.raw	102.304632997284
Y3088_LG9_r12_noInfo.raw	103.931493724347
Y3088_LG9_r13_noInfo.raw	103.232485030555
Y3088_LG9_r14_noInfo.raw	111.670448392924
Y3088_LG9_r15_noInfo.raw	102.257147554664
Y3088_LG9_r16_noInfo.raw	104.19984760986
Y3088_LG9_r17_noInfo.raw	103.254619984851
Y3088_LG9_r18_noInfo.raw	103.706294544879
Y3088_LG9_r19_noInfo.raw	103.840012639451
Y3088_LG9_r2_noInfo.raw	110.900380762607
Y3088_LG9_r20_noInfo.raw	104.499928695673
Y3088_LG9_r21_noInfo.raw	99.7750995596354
Y3088_LG9_r22_noInfo.raw	110.552338002085
Y3088_LG9_r23_noInfo.raw	109.332356896181
Y3088_LG9_r24_noInfo.raw	103.925678197726
Y3088_LG9_r25_noInfo.raw	102.717881734685
Y3088_LG9_r26_noInfo.raw	103.420456411818
Y3088_LG9_r27_noInfo.raw	103.358778973741
Y3088_LG9_r28_noInfo.raw	103.975770197793
Y3088_LG9_r29_noInfo.raw	110.589480729017
Y3088_LG9_r3_noInfo.raw	103.528476833896
Y3088_LG9_r30_noInfo.raw	110.788803325951
Y3088_LG9_r31_noInfo.raw	111.080585365004
Y3088_LG9_r32_noInfo.raw	110.768257952159
Y3088_LG9_r33_noInfo.raw	110.965394137748
Y3088_LG9_r34_noInfo.raw	104.642150948693
Y3088_LG9_r35_noInfo.raw	114.179342679551
Y3088_LG9_r36_noInfo.raw	103.446310363585
Y3088_LG9_r37_noInfo.raw	104.88931392668
Y3088_LG9_r38_noInfo.raw	103.691900429064
Y3088_LG9_r39_noInfo.raw	103.836704857871
Y3088_LG9_r4_noInfo.raw	102.009715748575
Y3088_LG9_r40_noInfo.raw	102.763711302565
Y3088_LG9_r41_noInfo.raw	104.512532454084
Y3088_LG9_r42_noInfo.raw	103.456208732969
Y3088_LG9_r43_noInfo.raw	104.473959483415
Y3088_LG9_r44_noInfo.raw	103.021243965229
Y3088_LG9_r45_noInfo.raw	102.998649356739
Y3088_LG9_r46_noInfo.raw	111.166889520964
Y3088_LG9_r47_noInfo.raw	104.375653976102
Y3088_LG9_r48_noInfo.raw	100.651498504092
Y3088_LG9_r49_noInfo.raw	102.501460890429
Y3088_LG9_r5_noInfo.raw	104.30193111234
Y3088_LG9_r50_noInfo.raw	103.251385449806
Y3088_LG9_r51_noInfo.raw	102.309534153207
Y3088_LG9_r52_noInfo.raw	104.298632873127
Y3088_LG9_r53_noInfo.raw	103.31388548357
Y3088_LG9_r54_noInfo.raw	103.124738156263
Y3088_LG9_r55_noInfo.raw	102.993510064122
Y3088_LG9_r56_noInfo.raw	102.058885430416
Y3088_LG9_r57_noInfo.raw	104.060559580578
Y3088_LG9_r58_noInfo.raw	104.410605271282
Y3088_LG9_r59_noInfo.raw	103.251352704269
Y3088_LG9_r6_noInfo.raw	103.478240646912
Y3088_LG9_r60_noInfo.raw	104.174263362971
Y3088_LG9_r61_noInfo.raw	111.849292343921
Y3088_LG9_r62_noInfo.raw	103.062839930208
Y3088_LG9_r63_noInfo.raw	104.449743876174
Y3088_LG9_r64_noInfo.raw	112.127276030913
Y3088_LG9_r65_noInfo.raw	104.296338169459
Y3088_LG9_r66_noInfo.raw	112.301413565752
Y3088_LG9_r67_noInfo.raw	102.920689926489
Y3088_LG9_r68_noInfo.raw	110.012432262155
Y3088_LG9_r69_noInfo.raw	103.151056217118
Y3088_LG9_r7_noInfo.raw	103.609296889241
Y3088_LG9_r70_noInfo.raw	111.044377212244
Y3088_LG9_r71_noInfo.raw	104.539792608882
Y3088_LG9_r72_noInfo.raw	104.838066939609
Y3088_LG9_r73_noInfo.raw	111.172918961528
Y3088_LG9_r74_noInfo.raw	110.538498007626
Y3088_LG9_r75_noInfo.raw	104.22193186664
Y3088_LG9_r76_noInfo.raw	102.666737548765
Y3088_LG9_r77_noInfo.raw	103.450892767074
Y3088_LG9_r78_noInfo.raw	100.29768654534
Y3088_LG9_r79_noInfo.raw	110.997666438734
Y3088_LG9_r8_noInfo.raw	103.1167070792
Y3088_LG9_r80_noInfo.raw	103.45754980898
Y3088_LG9_r81_noInfo.raw	102.979114682381
Y3088_LG9_r82_noInfo.raw	109.907147066859
Y3088_LG9_r83_noInfo.raw	110.87975005174
Y3088_LG9_r84_noInfo.raw	112.619192058102
Y3088_LG9_r85_noInfo.raw	104.773403790592
Y3088_LG9_r86_noInfo.raw	104.089235074259
Y3088_LG9_r87_noInfo.raw	103.995676137476
Y3088_LG9_r88_noInfo.raw	104.549204106256
Y3088_LG9_r89_noInfo.raw	103.81486541407
Y3088_LG9_r9_noInfo.raw	103.344504837142
Y3088_LG9_r90_noInfo.raw	102.874332521593
Y3088_LG9_r91_noInfo.raw	103.518556240657
Y3088_LG9_r92_noInfo.raw	104.264646400198
Y3088_LG9_r93_noInfo.raw	103.451673527629
Y3088_LG9_r94_noInfo.raw	104.458524594455
Y3088_LG9_r95_noInfo.raw	103.027895636961
Y3088_LG9_r96_noInfo.raw	103.853569079546
Y3088_LG9_r97_noInfo.raw	111.756497582746
Y3088_LG9_r98_noInfo.raw	104.466698332321
Y3088_LG9_r99_noInfo.raw	100.944327192692
