File	Length_cM
Y3088_LG9_noSus_r1_noInfo.raw	102.316116694611
Y3088_LG9_noSus_r10_noInfo.raw	100.843522695516
Y3088_LG9_noSus_r100_noInfo.raw	103.378287203502
Y3088_LG9_noSus_r11_noInfo.raw	103.335312383746
Y3088_LG9_noSus_r12_noInfo.raw	103.996571700425
Y3088_LG9_noSus_r13_noInfo.raw	103.887713168383
Y3088_LG9_noSus_r14_noInfo.raw	103.75572745402
Y3088_LG9_noSus_r15_noInfo.raw	103.293222949218
Y3088_LG9_noSus_r16_noInfo.raw	104.679799668556
Y3088_LG9_noSus_r17_noInfo.raw	104.580273719572
Y3088_LG9_noSus_r18_noInfo.raw	103.121234576363
Y3088_LG9_noSus_r19_noInfo.raw	104.465174636054
Y3088_LG9_noSus_r2_noInfo.raw	104.689514647166
Y3088_LG9_noSus_r20_noInfo.raw	103.148488343177
Y3088_LG9_noSus_r21_noInfo.raw	102.631686853246
Y3088_LG9_noSus_r22_noInfo.raw	104.487165751558
Y3088_LG9_noSus_r23_noInfo.raw	104.058982070588
Y3088_LG9_noSus_r24_noInfo.raw	102.604097826405
Y3088_LG9_noSus_r25_noInfo.raw	102.878362229972
Y3088_LG9_noSus_r26_noInfo.raw	103.329540508061
Y3088_LG9_noSus_r27_noInfo.raw	101.992364354652
Y3088_LG9_noSus_r28_noInfo.raw	103.569724195577
Y3088_LG9_noSus_r29_noInfo.raw	103.582978203715
Y3088_LG9_noSus_r3_noInfo.raw	104.082108469211
Y3088_LG9_noSus_r30_noInfo.raw	104.388028706439
Y3088_LG9_noSus_r31_noInfo.raw	104.50640710861
Y3088_LG9_noSus_r32_noInfo.raw	102.751125710704
Y3088_LG9_noSus_r33_noInfo.raw	103.859351741828
Y3088_LG9_noSus_r34_noInfo.raw	104.234970241756
Y3088_LG9_noSus_r35_noInfo.raw	104.281361539786
Y3088_LG9_noSus_r36_noInfo.raw	104.139515057961
Y3088_LG9_noSus_r37_noInfo.raw	104.146880884227
Y3088_LG9_noSus_r38_noInfo.raw	103.086889935935
Y3088_LG9_noSus_r39_noInfo.raw	103.538148032073
Y3088_LG9_noSus_r4_noInfo.raw	104.515776343547
Y3088_LG9_noSus_r40_noInfo.raw	103.244778632236
Y3088_LG9_noSus_r41_noInfo.raw	105.746423100892
Y3088_LG9_noSus_r42_noInfo.raw	104.100659965324
Y3088_LG9_noSus_r43_noInfo.raw	104.987187417288
Y3088_LG9_noSus_r44_noInfo.raw	103.497692782297
Y3088_LG9_noSus_r45_noInfo.raw	103.237784288011
Y3088_LG9_noSus_r46_noInfo.raw	104.25619761615
Y3088_LG9_noSus_r47_noInfo.raw	104.478147414275
Y3088_LG9_noSus_r48_noInfo.raw	99.1977943312614
Y3088_LG9_noSus_r49_noInfo.raw	102.686725701567
Y3088_LG9_noSus_r5_noInfo.raw	104.155374631321
Y3088_LG9_noSus_r50_noInfo.raw	102.846246850708
Y3088_LG9_noSus_r51_noInfo.raw	103.842312555696
Y3088_LG9_noSus_r52_noInfo.raw	102.350544328454
Y3088_LG9_noSus_r53_noInfo.raw	103.371213448983
Y3088_LG9_noSus_r54_noInfo.raw	104.471536220918
Y3088_LG9_noSus_r55_noInfo.raw	104.34291212495
Y3088_LG9_noSus_r56_noInfo.raw	103.149313621219
Y3088_LG9_noSus_r57_noInfo.raw	105.093842342816
Y3088_LG9_noSus_r58_noInfo.raw	103.097357057209
