File	Length_cM
AC1017_LG12_r1_noInfo.raw	92.2549268733173
AC1017_LG12_r10_noInfo.raw	91.5081290569611
AC1017_LG12_r100_noInfo.raw	91.1603070602621
AC1017_LG12_r11_noInfo.raw	92.4042589482389
AC1017_LG12_r12_noInfo.raw	91.9294626044686
AC1017_LG12_r13_noInfo.raw	92.0116308916055
AC1017_LG12_r14_noInfo.raw	92.165881012021
AC1017_LG12_r15_noInfo.raw	92.0749412424828
AC1017_LG12_r16_noInfo.raw	92.7905918796717
AC1017_LG12_r17_noInfo.raw	91.7918542720128
AC1017_LG12_r18_noInfo.raw	92.2986636336202
AC1017_LG12_r19_noInfo.raw	92.3420894308532
AC1017_LG12_r2_noInfo.raw	92.1847417018687
AC1017_LG12_r20_noInfo.raw	91.4573577821916
AC1017_LG12_r21_noInfo.raw	92.1615573348127
AC1017_LG12_r22_noInfo.raw	92.8164378875076
AC1017_LG12_r23_noInfo.raw	90.7966668246089
AC1017_LG12_r24_noInfo.raw	92.5067437044938
AC1017_LG12_r25_noInfo.raw	91.1650304087629
AC1017_LG12_r26_noInfo.raw	92.0135113129509
AC1017_LG12_r27_noInfo.raw	92.5224915621596
AC1017_LG12_r28_noInfo.raw	91.6117601735014
AC1017_LG12_r29_noInfo.raw	91.9457103734331
AC1017_LG12_r3_noInfo.raw	91.7801876987791
AC1017_LG12_r30_noInfo.raw	91.9887694524558
AC1017_LG12_r31_noInfo.raw	92.2863000308667
AC1017_LG12_r32_noInfo.raw	92.6999057465148
AC1017_LG12_r33_noInfo.raw	92.6581037508603
AC1017_LG12_r34_noInfo.raw	92.5610002100495
AC1017_LG12_r35_noInfo.raw	92.2255607656867
AC1017_LG12_r36_noInfo.raw	93.2049135637614
AC1017_LG12_r37_noInfo.raw	92.1373859733619
AC1017_LG12_r38_noInfo.raw	91.8015658224079
AC1017_LG12_r39_noInfo.raw	91.7523419032764
AC1017_LG12_r4_noInfo.raw	92.0030954136374
AC1017_LG12_r40_noInfo.raw	92.2820129777538
AC1017_LG12_r41_noInfo.raw	92.3822109096016
AC1017_LG12_r42_noInfo.raw	92.6536399083906
AC1017_LG12_r43_noInfo.raw	91.4777687773832
AC1017_LG12_r44_noInfo.raw	92.5435587954244
AC1017_LG12_r45_noInfo.raw	92.8950311120971
AC1017_LG12_r46_noInfo.raw	91.0475942472415
AC1017_LG12_r47_noInfo.raw	93.2735447987604
AC1017_LG12_r48_noInfo.raw	91.090522311733
AC1017_LG12_r49_noInfo.raw	91.5048890442796
AC1017_LG12_r5_noInfo.raw	92.0237201279117
AC1017_LG12_r50_noInfo.raw	92.3092531293975
AC1017_LG12_r51_noInfo.raw	92.1385149573136
AC1017_LG12_r52_noInfo.raw	91.87349683541
AC1017_LG12_r53_noInfo.raw	93.0435379033523
AC1017_LG12_r54_noInfo.raw	93.2367925107118
AC1017_LG12_r55_noInfo.raw	92.5850680602823
AC1017_LG12_r56_noInfo.raw	90.9853568638825
AC1017_LG12_r57_noInfo.raw	92.4343211398131
AC1017_LG12_r58_noInfo.raw	93.5329246860003
AC1017_LG12_r59_noInfo.raw	91.7217024117302
AC1017_LG12_r6_noInfo.raw	92.8383621639804
AC1017_LG12_r60_noInfo.raw	92.4395486085275
AC1017_LG12_r61_noInfo.raw	92.3287885796965
AC1017_LG12_r62_noInfo.raw	91.7016575730343
AC1017_LG12_r63_noInfo.raw	91.56342859167
AC1017_LG12_r64_noInfo.raw	92.2112997612887
AC1017_LG12_r65_noInfo.raw	92.0627410494183
AC1017_LG12_r66_noInfo.raw	92.0487337409093
AC1017_LG12_r67_noInfo.raw	92.0288325982184
AC1017_LG12_r68_noInfo.raw	93.1709876607965
AC1017_LG12_r69_noInfo.raw	92.0532922221661
AC1017_LG12_r7_noInfo.raw	92.4960331132261
AC1017_LG12_r70_noInfo.raw	91.1844422492027
AC1017_LG12_r71_noInfo.raw	93.2756484971767
AC1017_LG12_r72_noInfo.raw	92.7083675660334
AC1017_LG12_r73_noInfo.raw	91.7409105408657
AC1017_LG12_r74_noInfo.raw	91.9798301163632
AC1017_LG12_r75_noInfo.raw	91.3800453569148
AC1017_LG12_r76_noInfo.raw	92.08271256623
AC1017_LG12_r77_noInfo.raw	92.4867017846875
AC1017_LG12_r78_noInfo.raw	92.4107680073386
AC1017_LG12_r79_noInfo.raw	92.3698265155729
AC1017_LG12_r8_noInfo.raw	92.3750781524455
AC1017_LG12_r80_noInfo.raw	92.2772054284623
AC1017_LG12_r81_noInfo.raw	91.825962218921
AC1017_LG12_r82_noInfo.raw	90.0827181696194
AC1017_LG12_r83_noInfo.raw	91.6410450555399
AC1017_LG12_r84_noInfo.raw	92.5035459160793
AC1017_LG12_r85_noInfo.raw	92.3104481628484
AC1017_LG12_r86_noInfo.raw	91.5419081107276
AC1017_LG12_r87_noInfo.raw	91.5059078678167
AC1017_LG12_r88_noInfo.raw	91.6136611294758
AC1017_LG12_r89_noInfo.raw	92.0678787235671
AC1017_LG12_r9_noInfo.raw	92.5928301446613
AC1017_LG12_r90_noInfo.raw	91.8614385438068
AC1017_LG12_r91_noInfo.raw	92.4697325346396
AC1017_LG12_r92_noInfo.raw	91.3389721079714
AC1017_LG12_r93_noInfo.raw	92.3023401588996
