File	Length_cM
AC1017_LG8_r1_noInfo.raw	105.928802000181
AC1017_LG8_r10_noInfo.raw	103.563275517138
AC1017_LG8_r100_noInfo.raw	105.681574408233
AC1017_LG8_r11_noInfo.raw	104.579226119432
AC1017_LG8_r12_noInfo.raw	105.747545596701
AC1017_LG8_r13_noInfo.raw	103.820544942786
AC1017_LG8_r14_noInfo.raw	104.147211300131
AC1017_LG8_r15_noInfo.raw	104.582573246868
AC1017_LG8_r16_noInfo.raw	106.632375905337
AC1017_LG8_r17_noInfo.raw	105.348950602939
AC1017_LG8_r18_noInfo.raw	105.788925638021
AC1017_LG8_r19_noInfo.raw	103.203283032496
AC1017_LG8_r2_noInfo.raw	104.411178060439
AC1017_LG8_r20_noInfo.raw	102.864225655841
AC1017_LG8_r21_noInfo.raw	102.483376612305
AC1017_LG8_r22_noInfo.raw	106.761792266883
AC1017_LG8_r23_noInfo.raw	102.211070677439
AC1017_LG8_r24_noInfo.raw	106.807854489443
AC1017_LG8_r25_noInfo.raw	103.074213495397
AC1017_LG8_r26_noInfo.raw	104.528713703307
AC1017_LG8_r27_noInfo.raw	102.084811867953
AC1017_LG8_r28_noInfo.raw	102.772825574429
AC1017_LG8_r29_noInfo.raw	104.653776848138
AC1017_LG8_r3_noInfo.raw	103.488858755223
AC1017_LG8_r30_noInfo.raw	105.967404899377
AC1017_LG8_r31_noInfo.raw	105.35965227338
AC1017_LG8_r32_noInfo.raw	104.903438885101
AC1017_LG8_r33_noInfo.raw	105.501784584848
AC1017_LG8_r34_noInfo.raw	101.821784976155
AC1017_LG8_r35_noInfo.raw	105.376991149766
AC1017_LG8_r36_noInfo.raw	102.085408853378
AC1017_LG8_r37_noInfo.raw	105.43117915685
AC1017_LG8_r38_noInfo.raw	104.828564640054
AC1017_LG8_r39_noInfo.raw	98.3049178817722
AC1017_LG8_r4_noInfo.raw	105.15316018607
AC1017_LG8_r40_noInfo.raw	101.722008036357
AC1017_LG8_r41_noInfo.raw	105.547259674684
AC1017_LG8_r42_noInfo.raw	105.276168720554
AC1017_LG8_r43_noInfo.raw	105.887161445193
AC1017_LG8_r44_noInfo.raw	105.907619365189
AC1017_LG8_r45_noInfo.raw	102.789655667359
AC1017_LG8_r46_noInfo.raw	99.0067643655402
AC1017_LG8_r47_noInfo.raw	105.110597401638
AC1017_LG8_r48_noInfo.raw	99.1816723646782
AC1017_LG8_r49_noInfo.raw	96.9668240247128
AC1017_LG8_r5_noInfo.raw	105.528477569986
AC1017_LG8_r50_noInfo.raw	101.502456039932
AC1017_LG8_r51_noInfo.raw	104.846792038296
AC1017_LG8_r52_noInfo.raw	104.600476354373
AC1017_LG8_r53_noInfo.raw	102.301662648635
AC1017_LG8_r54_noInfo.raw	105.075395157252
AC1017_LG8_r55_noInfo.raw	104.484048944309
AC1017_LG8_r56_noInfo.raw	104.391901497638
AC1017_LG8_r57_noInfo.raw	106.256535193933
AC1017_LG8_r58_noInfo.raw	106.057933221846
AC1017_LG8_r59_noInfo.raw	107.286893044492
AC1017_LG8_r6_noInfo.raw	103.442475727376
AC1017_LG8_r60_noInfo.raw	105.509853104654
AC1017_LG8_r61_noInfo.raw	105.030813281252
AC1017_LG8_r62_noInfo.raw	104.345032397814
AC1017_LG8_r63_noInfo.raw	98.7825532146295
AC1017_LG8_r64_noInfo.raw	106.110935660776
AC1017_LG8_r65_noInfo.raw	104.082511042966
AC1017_LG8_r66_noInfo.raw	105.375350088206
AC1017_LG8_r67_noInfo.raw	102.494881052063
AC1017_LG8_r68_noInfo.raw	105.624699780526
AC1017_LG8_r69_noInfo.raw	105.279760156548
AC1017_LG8_r7_noInfo.raw	105.434315981375
AC1017_LG8_r70_noInfo.raw	102.321136194517
AC1017_LG8_r71_noInfo.raw	106.858549533274
AC1017_LG8_r72_noInfo.raw	105.247438997862
AC1017_LG8_r73_noInfo.raw	105.654051297605
AC1017_LG8_r74_noInfo.raw	104.08410881451
AC1017_LG8_r75_noInfo.raw	104.860010046542
AC1017_LG8_r76_noInfo.raw	105.045888091422
AC1017_LG8_r77_noInfo.raw	106.040605490544
AC1017_LG8_r78_noInfo.raw	98.7108221936374
AC1017_LG8_r79_noInfo.raw	105.701060421861
AC1017_LG8_r8_noInfo.raw	105.807413707594
AC1017_LG8_r80_noInfo.raw	102.64783594886
AC1017_LG8_r81_noInfo.raw	103.421733261617
AC1017_LG8_r82_noInfo.raw	103.967247827625
AC1017_LG8_r83_noInfo.raw	105.287046521375
AC1017_LG8_r84_noInfo.raw	104.908594937882
AC1017_LG8_r85_noInfo.raw	104.630365840426
AC1017_LG8_r86_noInfo.raw	102.797830750205
AC1017_LG8_r87_noInfo.raw	103.456356116293
AC1017_LG8_r88_noInfo.raw	104.006959148399
AC1017_LG8_r89_noInfo.raw	105.168753858121
AC1017_LG8_r9_noInfo.raw	100.809127348946
AC1017_LG8_r90_noInfo.raw	106.103676051953
AC1017_LG8_r91_noInfo.raw	106.032878462241
AC1017_LG8_r92_noInfo.raw	105.552362088416
AC1017_LG8_r93_noInfo.raw	105.101140520913
AC1017_LG8_r94_noInfo.raw	100.547877220626
AC1017_LG8_r95_noInfo.raw	105.085667365996
AC1017_LG8_r96_noInfo.raw	105.251936551707
AC1017_LG8_r97_noInfo.raw	106.39805395895
AC1017_LG8_r98_noInfo.raw	105.085706756928
AC1017_LG8_r99_noInfo.raw	105.023326578312
