File	Length_cM
Y3088_LG11_r1_noInfo.raw	93.3616883714016
Y3088_LG11_r10_noInfo.raw	93.2962924901365
Y3088_LG11_r100_noInfo.raw	94.4385369837503
Y3088_LG11_r11_noInfo.raw	92.9232579845411
Y3088_LG11_r12_noInfo.raw	93.0449387107947
Y3088_LG11_r13_noInfo.raw	93.7331796059385
Y3088_LG11_r14_noInfo.raw	93.6155949454283
Y3088_LG11_r15_noInfo.raw	91.4570410442612
Y3088_LG11_r16_noInfo.raw	93.7506183276497
Y3088_LG11_r17_noInfo.raw	93.6235656339893
Y3088_LG11_r18_noInfo.raw	93.9417419251309
Y3088_LG11_r19_noInfo.raw	94.1116952238094
Y3088_LG11_r2_noInfo.raw	93.7977777678856
Y3088_LG11_r20_noInfo.raw	93.5423865625514
Y3088_LG11_r21_noInfo.raw	94.052069549734
Y3088_LG11_r22_noInfo.raw	93.3243484405948
Y3088_LG11_r23_noInfo.raw	92.9237155267033
Y3088_LG11_r24_noInfo.raw	93.2802184082037
Y3088_LG11_r25_noInfo.raw	92.8883877784702
Y3088_LG11_r26_noInfo.raw	93.5310052895405
Y3088_LG11_r27_noInfo.raw	92.5486807171627
Y3088_LG11_r28_noInfo.raw	93.0374918723191
Y3088_LG11_r29_noInfo.raw	93.4387649890629
Y3088_LG11_r3_noInfo.raw	93.8661456971251
Y3088_LG11_r30_noInfo.raw	93.9656478970561
Y3088_LG11_r31_noInfo.raw	94.0310014389187
Y3088_LG11_r32_noInfo.raw	93.2744787781551
Y3088_LG11_r33_noInfo.raw	94.9519955208705
Y3088_LG11_r34_noInfo.raw	93.350386128358
Y3088_LG11_r35_noInfo.raw	94.136582676778
Y3088_LG11_r36_noInfo.raw	93.5379969748073
Y3088_LG11_r37_noInfo.raw	94.6028810268394
Y3088_LG11_r38_noInfo.raw	93.1148384607663
Y3088_LG11_r39_noInfo.raw	93.3787198948414
Y3088_LG11_r4_noInfo.raw	93.2543482668205
Y3088_LG11_r40_noInfo.raw	93.1064161157506
Y3088_LG11_r41_noInfo.raw	93.5685621314211
Y3088_LG11_r42_noInfo.raw	93.3652622512392
Y3088_LG11_r43_noInfo.raw	93.697539924308
Y3088_LG11_r44_noInfo.raw	92.7022826685857
Y3088_LG11_r45_noInfo.raw	93.546068138086
Y3088_LG11_r46_noInfo.raw	93.7286257721812
Y3088_LG11_r47_noInfo.raw	93.0473210139657
Y3088_LG11_r48_noInfo.raw	93.1570814352975
Y3088_LG11_r49_noInfo.raw	93.2241798027131
Y3088_LG11_r5_noInfo.raw	93.9840885047605
Y3088_LG11_r50_noInfo.raw	93.2727160114915
Y3088_LG11_r51_noInfo.raw	93.1846570047085
Y3088_LG11_r52_noInfo.raw	93.2158288820758
Y3088_LG11_r53_noInfo.raw	94.5611489312721
Y3088_LG11_r54_noInfo.raw	93.8157967202232
Y3088_LG11_r55_noInfo.raw	94.2178093387965
Y3088_LG11_r56_noInfo.raw	92.905498753815
Y3088_LG11_r57_noInfo.raw	93.607894882051
Y3088_LG11_r58_noInfo.raw	94.3330941825939
Y3088_LG11_r59_noInfo.raw	93.2705116164948
Y3088_LG11_r6_noInfo.raw	93.8666048380978
Y3088_LG11_r60_noInfo.raw	94.497640853105
Y3088_LG11_r61_noInfo.raw	92.4091210332883
Y3088_LG11_r62_noInfo.raw	92.4704509901861
Y3088_LG11_r63_noInfo.raw	93.8008506878752
Y3088_LG11_r64_noInfo.raw	93.4432902486891
Y3088_LG11_r65_noInfo.raw	93.2820554803849
Y3088_LG11_r66_noInfo.raw	93.3806067510489
Y3088_LG11_r67_noInfo.raw	92.5255190914392
Y3088_LG11_r68_noInfo.raw	93.0485886714532
Y3088_LG11_r69_noInfo.raw	93.1479943895518
Y3088_LG11_r7_noInfo.raw	93.8138584990647
Y3088_LG11_r70_noInfo.raw	93.1851258142805
Y3088_LG11_r71_noInfo.raw	92.6771765494917
Y3088_LG11_r72_noInfo.raw	94.0639005636662
Y3088_LG11_r73_noInfo.raw	94.6356527529464
Y3088_LG11_r74_noInfo.raw	93.7624609580188
Y3088_LG11_r75_noInfo.raw	94.3624206868933
Y3088_LG11_r76_noInfo.raw	93.4637098016312
Y3088_LG11_r77_noInfo.raw	92.9946245125898
Y3088_LG11_r78_noInfo.raw	91.4340216642476
Y3088_LG11_r79_noInfo.raw	93.9837715372894
Y3088_LG11_r8_noInfo.raw	92.8777971651879
Y3088_LG11_r80_noInfo.raw	94.2571369381004
Y3088_LG11_r81_noInfo.raw	94.1656639379312
Y3088_LG11_r82_noInfo.raw	93.3120946152343
Y3088_LG11_r83_noInfo.raw	93.4435192856263
Y3088_LG11_r84_noInfo.raw	94.2883019232592
Y3088_LG11_r85_noInfo.raw	93.4808853487639
Y3088_LG11_r86_noInfo.raw	93.4540127820866
Y3088_LG11_r87_noInfo.raw	92.8528409570358
Y3088_LG11_r88_noInfo.raw	93.4570390511078
Y3088_LG11_r89_noInfo.raw	93.7438053033025
Y3088_LG11_r9_noInfo.raw	93.3255401175169
Y3088_LG11_r90_noInfo.raw	93.1999413018809
Y3088_LG11_r91_noInfo.raw	93.7958825615817
Y3088_LG11_r92_noInfo.raw	93.122717411166
Y3088_LG11_r93_noInfo.raw	94.4536128526542
Y3088_LG11_r94_noInfo.raw	93.3000624666916
Y3088_LG11_r95_noInfo.raw	92.4487055209884
Y3088_LG11_r96_noInfo.raw	93.9089633628954
Y3088_LG11_r97_noInfo.raw	93.3273920779135
Y3088_LG11_r98_noInfo.raw	91.8047528820558
Y3088_LG11_r99_noInfo.raw	93.2237104115071
